ticker,earnings_datetime,event_day,surprise_car_0_1,drift_car_2_21,earnings_count,high_distraction
COST,2020-05-28 16:00:00-04:00,2020-05-28,0.0054692275781177,-0.03213623152271671,1,0
COST,2020-03-05 16:00:00-05:00,2020-03-05,0.020248492865302697,0.08205077617128495,1,0
GOOGL,2025-10-29 16:00:00-04:00,2025-10-29,0.0622294890687511,0.12859828541530333,3,1
GOOGL,2025-07-23 16:00:00-04:00,2025-07-23,-0.004441597280916098,0.03806055819003566,2,0
GOOGL,2025-04-24 16:00:00-04:00,2025-04-24,0.013849181266203003,-0.006461992970951814,2,0
GOOGL,2025-02-04 16:00:00-05:00,2025-02-04,-0.0580938010658124,-0.04950823819533681,1,0
GOOGL,2024-10-29 16:00:00-04:00,2024-10-29,0.0473317948628584,-0.059381507361876085,1,0
GOOGL,2024-07-23 16:00:00-04:00,2024-07-23,-0.0254960207256021,-0.07390970669646012,2,0
GOOGL,2024-04-25 16:00:00-04:00,2024-04-25,0.07689904373650201,-0.022096202582526377,2,0
GOOGL,2024-01-30 16:00:00-05:00,2024-01-30,-0.071266606425919,-0.06085891347566652,2,0
GOOGL,2023-10-24 16:00:00-04:00,2023-10-24,-0.0713582153902269,0.012397294917676304,2,0
GOOGL,2023-07-25 16:00:00-04:00,2023-07-25,0.0604810391164467,0.052853216656838,2,0
GOOGL,2023-04-25 16:00:00-04:00,2023-04-25,-0.0012444606989096005,0.13998358166892522,2,0
GOOGL,2023-02-02 16:00:00-05:00,2023-02-02,0.041385498387098804,-0.07129487872850779,3,1
GOOGL,2022-10-25 16:00:00-04:00,2022-10-25,-0.0807212880450308,-0.009160270094534503,2,0
GOOGL,2022-07-26 16:00:00-04:00,2022-07-26,0.039261052705623196,-0.02437844372798061,2,0
GOOGL,2022-04-26 16:00:00-04:00,2022-04-26,-0.046505542856380006,-0.0253206984999316,2,0
GOOGL,2022-02-01 16:00:00-05:00,2022-02-01,0.0760647081010132,-0.0498242330738182,2,0
GOOGL,2021-10-26 16:00:00-04:00,2021-10-26,0.0666685733756838,-0.0329636608395741,2,0
GOOGL,2021-07-27 16:00:00-04:00,2021-07-27,0.0208358526782099,0.020678537285673697,3,1
GOOGL,2021-04-27 16:00:00-04:00,2021-04-27,0.022006995218416796,0.006491356570603502,2,0
GOOGL,2021-02-02 16:00:00-05:00,2021-02-02,0.0716592087005325,0.0020755158746876,3,1
GOOGL,2020-10-29 16:00:00-04:00,2020-10-29,0.0688056243085817,-0.019519986876180898,4,1
GOOGL,2020-07-30 16:00:00-04:00,2020-07-30,-0.027355549955032407,0.026998225292598266,6,1
GOOGL,2020-04-28 16:00:00-04:00,2020-04-28,0.03721732003545441,0.022062941887851902,1,0
GOOGL,2020-02-03 16:00:00-05:00,2020-02-03,-0.0129826563728773,0.0062437430569715,1,0
HD,2025-11-18 06:00:00-05:00,2025-11-18,-0.0615405904090659,0.0473101753753561,1,0
HD,2025-08-19 06:00:00-04:00,2025-08-19,0.0263431453354915,0.00814415905151946,1,0
HD,2025-05-20 06:00:00-04:00,2025-05-20,-0.002398736098496202,-0.07444049139746409,1,0
HD,2025-02-25 06:00:00-05:00,2025-02-25,0.025747581055817398,-0.026379751736704992,1,0
HD,2024-11-12 06:00:00-05:00,2024-11-12,0.007499066539121899,0.004836168135182501,1,0
HD,2024-08-13 06:00:00-04:00,2024-08-13,0.008686695260690496,0.029901423438859355,1,0
HD,2024-05-14 06:00:00-04:00,2024-05-14,0.005673745137677898,-0.017424321588807273,1,0
HD,2024-02-20 06:00:00-05:00,2024-02-20,0.0095091906845884,0.011692646724851697,1,0
HD,2023-11-14 06:00:00-05:00,2023-11-14,0.0475152136704984,0.0917739969049633,1,0
HD,2023-08-15 06:00:00-04:00,2023-08-15,0.0283043620845876,-0.027751825786016093,1,0
HD,2023-05-16 06:00:00-04:00,2023-05-16,0.008653742700188599,-0.022936221494342292,1,0
HD,2023-02-21 06:00:00-05:00,2023-02-21,-0.04646241076429079,-0.027635221814802303,1,0
HD,2022-11-15 06:00:00-05:00,2022-11-15,0.0249768507275017,0.0613497349733582,1,0
HD,2022-08-16 06:00:00-04:00,2022-08-16,0.040781108184589195,-0.0840635378490502,1,0
HD,2022-05-17 06:00:00-04:00,2022-05-17,-0.015902397716968403,0.030486686150988,1,0
HD,2022-02-22 06:00:00-05:00,2022-02-22,-0.08445231685446129,-0.01959578938046238,1,0
HD,2021-11-16 06:00:00-05:00,2021-11-16,0.0621597055419698,0.020199039265724816,1,0
HD,2021-08-17 06:00:00-04:00,2021-08-17,-0.0226856545656236,0.03255393544983099,1,0
HD,2021-05-18 06:00:00-04:00,2021-05-18,-0.0062111303073878014,-0.0580006023292708,1,0
HD,2021-02-23 06:00:00-05:00,2021-02-23,-0.0706501682281402,0.1334068006888458,1,0
HD,2020-11-17 06:00:00-05:00,2020-11-17,-0.017672384925616597,-0.022892139926171215,1,0
HD,2020-08-18 06:00:00-04:00,2020-08-18,-0.016745889392894397,-4.74571663728867e-05,1,0
HD,2020-05-19 06:00:00-04:00,2020-05-19,-0.0358885369422072,0.003125751663981737,1,0
HD,2020-02-25 06:00:00-05:00,2020-02-25,0.0154548409991484,0.007358474647726307,1,0
JPM,2025-10-14 06:00:00-04:00,2025-10-14,-0.0103926470799398,0.020684513585814072,1,0
JPM,2025-07-15 06:00:00-04:00,2025-07-15,-0.009064846859815099,-0.015583043435497813,1,0
JPM,2025-04-11 06:00:00-04:00,2025-04-11,0.006214568781377303,0.028981625312222998,1,0
JPM,2025-01-15 06:00:00-05:00,2025-01-15,0.011061358791218298,0.054606188760090005,1,0
JPM,2024-10-11 06:00:00-04:00,2024-10-11,0.026588866381268596,0.060014323544259965,1,0
JPM,2024-07-12 06:00:00-04:00,2024-07-12,0.003776893298698597,0.03459187141832381,1,0
JPM,2024-04-12 06:00:00-04:00,2024-04-12,-0.037799363788927794,0.05145995895842521,1,0
JPM,2024-01-12 06:00:00-05:00,2024-01-12,-0.0106318135317293,-0.0028135321287948,3,1
JPM,2023-10-13 06:00:00-04:00,2023-10-13,0.008465622335999599,-0.02300562886308217,2,0
JPM,2023-07-14 06:00:00-04:00,2023-07-14,0.027299878935022802,0.01544319784748519,2,0
JPM,2023-04-14 06:00:00-04:00,2023-04-14,0.08229335783297319,-0.030273649089009792,2,0
JPM,2023-01-13 06:00:00-05:00,2023-01-13,0.007733837254258297,-0.019679187157919616,3,1
JPM,2022-10-14 06:00:00-04:00,2022-10-14,0.0557325440717047,0.0707566461588242,2,0
JPM,2022-07-14 06:00:00-04:00,2022-07-14,-0.005782046398506293,-0.024809209825868397,1,0
JPM,2022-04-13 06:00:00-04:00,2022-04-13,-0.0405048013490263,0.028082491579818097,1,0
JPM,2022-01-14 06:00:00-05:00,2022-01-14,-0.0860906976879786,0.0453798173842574,1,0
JPM,2021-10-13 06:00:00-04:00,2021-10-13,-0.031443576672446204,-0.02120827280597434,1,0
JPM,2021-07-13 06:00:00-04:00,2021-07-13,-0.0163617060671124,0.022744464016125496,1,0
JPM,2021-04-14 06:00:00-04:00,2021-04-14,-0.0196689303991471,0.0742032040613825,1,0
JPM,2021-01-15 06:00:00-05:00,2021-01-15,-0.0228086760391327,0.015463897625689898,1,0
JPM,2020-10-13 06:00:00-04:00,2020-10-13,-0.0089517987962538,0.12162897773219117,1,0
JPM,2020-07-14 06:00:00-04:00,2020-07-14,-0.0009348641795364002,-0.01384567144205339,1,0
JPM,2020-04-14 06:00:00-04:00,2020-04-14,-0.0849599733167257,-0.08424480383852656,1,0
JPM,2020-01-14 06:00:00-05:00,2020-01-14,-0.004059043284367798,-0.017632742884613403,1,0
MA,2025-10-30 08:00:00-04:00,2025-10-30,0.0030426495426228006,-0.011503253622069913,3,1
MA,2025-07-31 08:00:00-04:00,2025-07-31,0.021689792569573506,0.024906488184182965,3,1
MA,2025-05-01 08:00:00-04:00,2025-05-01,-0.0011972061428447995,-0.006564929669160405,3,1
MA,2025-01-30 08:00:00-05:00,2025-01-30,0.012622057374648402,0.06485220705931109,2,0
MA,2024-10-31 08:00:00-04:00,2024-10-31,0.0049280533971533015,-0.010294543172453579,3,1
MA,2024-07-31 08:00:00-04:00,2024-07-31,0.0314422109228831,0.011454177157373253,2,0
MA,2024-05-01 08:00:00-04:00,2024-05-01,-0.028535431784871904,-0.029743781896532116,1,0
MA,2024-01-31 08:00:00-05:00,2024-01-31,0.0383262750859506,-0.012786771546729003,1,0
MA,2023-10-26 08:00:00-04:00,2023-10-26,-0.041115594193602896,0.015024796058350344,2,0
MA,2023-07-27 08:00:00-04:00,2023-07-27,-0.0267207170582639,0.06297843256407899,1,0
MA,2023-04-27 08:00:00-04:00,2023-04-27,0.007417639142469901,-0.024106176971362896,2,0
MA,2023-01-26 08:00:00-05:00,2023-01-26,-0.0352652870268347,-0.031525483696740395,1,0
MA,2022-10-27 08:00:00-04:00,2022-10-27,0.0127360192788106,0.030293837702260403,3,1
MA,2022-07-28 08:00:00-04:00,2022-07-28,0.003423823300459497,-0.046747694028773,3,1
MA,2022-04-28 08:00:00-04:00,2022-04-28,0.018648977459586998,-0.021492210952181297,3,1
MA,2022-01-27 08:00:00-05:00,2022-01-27,0.0883673451148582,-0.045799086807508806,2,0
MA,2021-10-28 08:00:00-04:00,2021-10-28,-0.012213865431148298,-0.042812582792337794,3,1
MA,2021-07-29 08:00:00-04:00,2021-07-29,0.0073324403837157,-0.1069378973285621,2,0
MA,2021-04-29 08:00:00-04:00,2021-04-29,-0.0344509527671196,-0.06345855576997601,2,0
MA,2021-01-28 08:00:00-05:00,2021-01-28,0.01464167883057,0.08959974917437871,1,0
MA,2020-10-28 08:00:00-04:00,2020-10-28,-0.05094596294883369,0.0552179041160173,1,0
MA,2020-07-30 08:00:00-04:00,2020-07-30,-0.006825157467676601,0.10199477328307045,6,1
MA,2020-04-29 11:00:00-04:00,2020-04-29,0.0245406451297663,0.04520476698681349,4,1
MA,2020-01-29 08:00:00-05:00,2020-01-29,0.010661436873265802,-0.0075376068160213985,4,1
META,2025-10-29 16:00:00-04:00,2025-10-29,-0.10252374957092861,-0.030891509904954515,3,1
META,2025-07-30 16:00:00-04:00,2025-07-30,0.1106947884914428,-0.05331716330870063,2,0
META,2025-04-30 16:00:00-04:00,2025-04-30,0.0249812019275985,0.07386693566009658,2,0
META,2025-01-29 16:00:00-05:00,2025-01-29,0.0178550331542235,-0.008151370697609206,3,1
META,2024-10-30 16:00:00-04:00,2024-10-30,-0.0207922300841996,-0.0445637215726766,2,0
META,2024-07-31 16:00:00-04:00,2024-07-31,0.0712853210897773,0.01434134962262256,2,0
META,2024-04-24 16:00:00-04:00,2024-04-24,-0.1065803726559016,0.011635710549606219,1,0
META,2024-02-01 16:00:00-05:00,2024-02-01,0.1914540688750513,0.016050646075661805,3,1
META,2023-10-25 16:00:00-04:00,2023-10-25,-0.052655755910202294,0.06245185141055881,1,0
META,2023-07-26 16:00:00-04:00,2023-07-26,0.0644094887623665,-0.04471589964790232,1,0
META,2023-04-26 16:00:00-04:00,2023-04-26,0.1324961088571502,0.05274740888044661,1,0
META,2023-02-01 16:00:00-05:00,2023-02-01,0.2354972868649624,0.0164698394844604,1,0
META,2022-10-26 16:00:00-04:00,2022-10-26,-0.288619583650923,0.08250313684395501,1,0
META,2022-07-27 16:00:00-04:00,2022-07-27,-0.0252198772610363,0.0213057500848639,1,0
META,2022-04-27 16:00:00-04:00,2022-04-27,0.11470637981836691,-0.007257276171828218,1,0
META,2022-02-02 16:00:00-05:00,2022-02-02,-0.2375708603584409,-0.1337067420042612,1,0
META,2021-10-25 16:00:00-04:00,2021-10-25,-0.0328795710815042,0.041657830266667195,1,0
META,2021-07-28 16:00:00-04:00,2021-07-28,-0.0289427643388078,0.004861299572275705,1,0
META,2021-04-28 16:00:00-04:00,2021-04-28,0.0785161391751322,0.013728856960383808,2,0
META,2021-01-27 16:00:00-05:00,2021-01-27,-0.045531679827835396,-0.034026427718239605,3,1
META,2020-10-29 16:00:00-04:00,2020-10-29,-0.013672183379970698,-0.04692276787713709,4,1
META,2020-07-30 16:00:00-04:00,2020-07-30,0.0826008385530376,0.08264680972178595,6,1
META,2020-04-29 17:00:00-04:00,2020-04-29,0.0989752498552404,0.049762341624295575,4,1
META,2020-01-29 16:00:00-05:00,2020-01-29,-0.038812769840232804,0.017547672545421403,4,1
MSFT,2025-10-29 16:00:00-04:00,2025-10-29,-0.0195985657385938,-0.06874421438508213,3,1
MSFT,2025-07-30 16:00:00-04:00,2025-07-30,0.0457922701028257,-0.06990381751788854,2,0
MSFT,2025-04-30 16:00:00-04:00,2025-04-30,0.0718657783953107,0.02690603531098744,2,0
MSFT,2025-01-29 16:00:00-05:00,2025-01-29,-0.07358314391162471,-0.023934466537937016,3,1
MSFT,2024-10-30 16:00:00-04:00,2024-10-30,-0.0365564980843412,-0.0139341940621854,2,0
MSFT,2024-07-30 16:00:00-04:00,2024-07-30,-0.0309221742302723,-0.030373086056589393,2,0
MSFT,2024-04-25 16:00:00-04:00,2024-04-25,-0.0119265072969352,0.01906018094847592,2,0
MSFT,2024-01-30 16:00:00-05:00,2024-01-30,-0.0126136857579183,-0.008502935105042908,2,0
MSFT,2023-10-24 16:00:00-04:00,2023-10-24,0.041164825629885,0.021413231451268007,2,0
MSFT,2023-07-25 16:00:00-04:00,2023-07-25,-0.023512272664827298,-0.0015554387851153028,2,0
MSFT,2023-04-25 16:00:00-04:00,2023-04-25,0.0700082443679394,0.0469054748318479,2,0
MSFT,2023-01-24 16:00:00-05:00,2023-01-24,-0.0074354371810097,0.06258594173324651,1,0
MSFT,2022-10-25 16:00:00-04:00,2022-10-25,-0.0717989154067664,0.023071737598446808,2,0
MSFT,2022-07-26 16:00:00-04:00,2022-07-26,0.025942260395111105,-0.001915686049457304,2,0
MSFT,2022-04-26 16:00:00-04:00,2022-04-26,0.0368542973976882,-0.02242844166895288,2,0
MSFT,2022-01-25 16:00:00-05:00,2022-01-25,0.016622441253967397,0.00955593499809088,1,0
MSFT,2021-10-26 16:00:00-04:00,2021-10-26,0.0520702057023461,0.013415996414827904,2,0
MSFT,2021-07-27 16:00:00-04:00,2021-07-27,-0.0048327869365463,0.033492316510432794,3,1
MSFT,2021-04-27 16:00:00-04:00,2021-04-27,-0.026176967348189802,-0.012764596072478294,2,0
MSFT,2021-01-26 16:00:00-05:00,2021-01-26,0.040654032964158204,-0.034311590971661005,1,0
MSFT,2020-10-27 16:00:00-04:00,2020-10-27,0.0031496116704521,-0.04596341313547779,1,0
MSFT,2020-07-22 16:00:00-04:00,2020-07-22,-0.022883744796973905,0.016742258815094065,2,0
MSFT,2020-04-29 16:00:00-04:00,2020-04-29,0.0380373892071776,-0.021741802697745203,4,1
MSFT,2020-01-29 16:00:00-05:00,2020-01-29,0.0413811830623176,0.04310313183452551,4,1
NVDA,2025-11-19 16:00:00-05:00,2025-11-19,0.008306098920121394,-0.039657295944575816,1,0
NVDA,2025-08-27 16:00:00-04:00,2025-08-27,-0.014629602406888098,-0.02938924429947829,1,0
NVDA,2025-05-28 16:00:00-04:00,2025-05-28,0.0292361042192807,0.08386620290296551,1,0
NVDA,2025-02-26 16:00:00-05:00,2025-02-26,-0.0326022979634439,-0.03365477401724019,1,0
NVDA,2024-11-20 16:00:00-05:00,2024-11-20,-0.007978992450187499,-0.07989580675614807,1,0
NVDA,2024-08-28 16:00:00-04:00,2024-08-28,-0.07909933580873364,0.0175632686405525,1,0
NVDA,2024-05-22 16:00:00-04:00,2024-05-22,0.09880922338840051,0.10594675809413573,1,0
NVDA,2024-02-21 16:00:00-05:00,2024-02-21,0.11389869172347437,0.12833621794617328,1,0
NVDA,2023-11-21 16:00:00-05:00,2023-11-21,-0.035493524847879,-0.0332784922260871,1,0
NVDA,2023-08-23 16:00:00-04:00,2023-08-23,0.0354257902151807,-0.1102073714181099,1,0
