Date,AAPL,AMZN,AVGO,BAC,COST,GOOGL,HD,JPM,MA,META,MSFT,NVDA,PG,TSLA,UNH,XOM
2019-01-31,39.564090728759766,85.9365005493164,22.22459602355957,24.02553367614746,194.31890869140625,55.872337341308594,154.53082275390625,85.75098419189453,203.35641479492188,165.53367614746094,97.7095947265625,3.563849925994873,81.44078826904297,20.468000411987305,240.94639587402344,52.9280891418457
2019-02-01,39.58311462402344,81.3115005493164,22.10529327392578,23.9495906829834,190.3715362548828,55.511566162109375,155.23806762695312,86.06581115722656,205.8992156982422,164.56048583984375,96.16577911376953,3.5881452560424805,82.28498077392578,20.81399917602539,239.6265869140625,54.83487319946289
2019-02-04,40.70745849609375,81.66549682617188,22.545230865478516,24.371530532836914,191.1953887939453,56.64302444458008,156.97259521484375,86.37236785888672,206.99722290039062,168.075927734375,98.93529510498047,3.6984708309173584,82.75773620605469,20.859333038330078,239.17173767089844,54.04037857055664
2019-02-05,41.40394973754883,82.94049835205078,22.369583129882812,24.287147521972656,191.584716796875,57.16160202026367,156.93893432617188,85.99125671386719,207.9122314453125,169.9727020263672,100.32003784179688,3.7175607681274414,82.25965881347656,21.42333221435547,237.47752380371094,54.596519470214844
2019-02-06,41.418209075927734,82.01300048828125,22.884082794189453,24.244951248168945,191.57568359375,55.72346878051758,155.5327911376953,85.94982147216797,207.37283325195312,169.307373046875,99.20662689208984,3.7931766510009766,82.66490173339844,21.148000717163086,240.32211303710938,54.358184814453125
2019-02-07,40.6337776184082,80.71849822998047,22.2941951751709,23.83144760131836,189.77818298339844,54.88084030151367,154.9854736328125,84.82305145263672,206.0918426513672,165.22586059570312,98.49555206298828,3.654836893081665,82.00640106201172,20.500667572021484,239.8762969970703,53.93925476074219
2019-02-08,40.68151092529297,79.41100311279297,22.705955505371094,23.873638153076172,188.59808349609375,54.70566177368164,155.38121032714844,83.97798156738281,208.60574340820312,166.16925048828125,98.86981201171875,3.673430919647217,82.48760223388672,20.386667251586914,233.54495239257812,54.02690505981445
2019-02-11,40.447574615478516,79.55000305175781,22.84348487854004,23.974910736083984,189.4785919189453,54.69275665283203,154.01718139648438,83.58029174804688,209.10658264160156,164.63992309570312,98.47682189941406,3.6307880878448486,82.9603271484375,20.856000900268555,229.30030822753906,54.11452865600586
2019-02-12,40.796112060546875,81.90049743652344,23.147539138793945,24.211198806762695,192.36546325683594,55.95621871948242,156.20635986328125,85.00530242919922,210.84996032714844,163.89512634277344,100.01127624511719,3.7478065490722656,83.7961196899414,20.78733253479004,234.97177124023438,55.06391525268555
2019-02-13,40.626617431640625,82.0,23.307453155517578,24.219636917114258,193.1824951171875,56.00831604003906,158.6397247314453,85.41129302978516,212.41990661621094,162.93186950683594,99.93643951416016,3.790201425552368,83.77923583984375,20.544666290283203,235.23922729492188,55.68466567993164
2019-02-14,40.774620056152344,81.13249969482422,23.322364807128906,23.958026885986328,194.12660217285156,56.03660202026367,158.0503387451172,84.85619354248047,211.71682739257812,162.81271362304688,100.02063751220703,3.8311078548431396,83.12073516845703,20.251333236694336,236.6035614013672,55.699249267578125
2019-02-15,40.68391036987305,80.39749908447266,23.357986450195312,24.565631866455078,196.51419067382812,55.56168746948242,161.9908447265625,87.4494400024414,213.93212890625,161.3727569580078,101.25569915771484,3.900773286819458,83.13764953613281,20.525333404541016,241.77560424804688,56.750885009765625
2019-02-19,40.80564880371094,81.37899780273438,23.335615158081055,24.582508087158203,198.01206970214844,55.903114318847656,161.9403076171875,87.14290618896484,212.4680938720703,161.1642303466797,101.20890808105469,3.883418083190918,84.41238403320312,20.375999450683594,241.13363647460938,57.130638122558594
2019-02-20,41.06825637817383,81.1050033569336,23.481433868408203,24.818798065185547,197.0951690673828,55.60933303833008,161.53616333007812,87.5654296875,212.96896362304688,161.43234252929688,100.6827392578125,3.930771589279175,83.81298065185547,20.17066764831543,240.33103942871094,57.34971618652344
2019-02-21,40.8366813659668,80.97200012207031,23.27596664428711,24.717529296875,195.38844299316406,54.796470642089844,161.51089477539062,87.3831558227539,211.2352294921875,158.9298095703125,102.80633544921875,3.861849784851074,84.235107421875,19.415332794189453,237.5577392578125,56.83122253417969
2019-02-22,41.29265594482422,81.5780029296875,22.908105850219727,24.540311813354492,196.35073852539062,55.40934371948242,161.9908447265625,86.99373626708984,215.09762573242188,160.76698303222656,104.27215576171875,3.946638345718384,84.63188171386719,19.6473331451416,238.19081115722656,57.26938247680664
2019-02-25,41.59345245361328,81.6500015258789,23.08209800720215,24.700654983520508,197.0406951904297,55.44755554199219,159.96163940429688,87.9051284790039,215.09762573242188,163.47804260253906,104.85472869873047,3.9342429637908936,84.05782318115234,19.917999267578125,235.95266723632812,57.32780075073242
2019-02-26,41.61732482910156,81.81999969482422,22.78382682800293,24.717529296875,197.54904174804688,55.67979431152344,158.54708862304688,87.2340316772461,215.75253295898438,162.99143981933594,105.57825469970703,3.894822835922241,84.2773208618164,19.857332229614258,234.50804138183594,57.44464874267578
2019-02-27,41.746238708496094,82.05449676513672,22.493032455444336,24.920059204101562,197.9485321044922,55.72346878051758,154.648681640625,87.12631225585938,216.30160522460938,161.6806182861328,105.39971923828125,3.852924108505249,83.50064849853516,20.982667922973633,223.00466918945312,58.03620529174805
2019-02-28,41.335628509521484,81.99150085449219,22.813657760620117,24.665603637695312,198.5748748779297,55.90509796142578,155.88641357421875,86.4634780883789,216.49420166015625,160.33004760742188,105.2681884765625,3.828355073928833,83.19673156738281,21.325332641601562,215.99566650390625,57.71484375
2019-03-01,41.77011489868164,83.58650207519531,22.59741973876953,24.860689163208008,199.21035766601562,56.99535369873047,155.9116668701172,86.52149963378906,218.8828887939453,161.15426635742188,105.73798370361328,3.8827061653137207,83.10386657714844,19.652666091918945,219.50015258789062,58.42325210571289
2019-03-04,41.98019790649414,84.80850219726562,22.774721145629883,24.623193740844727,198.2753143310547,57.238521575927734,154.76657104492188,86.3226547241211,217.95822143554688,166.20896911621094,105.48429107666016,3.8908958435058594,83.46688079833984,19.02400016784668,210.46690368652344,58.64963150024414
2019-03-05,41.9037971496582,84.62149810791016,22.950366973876953,24.665603637695312,199.5553436279297,58.0211067199707,154.92652893066406,86.25637817382812,217.89083862304688,170.07199096679688,104.95807647705078,3.884443521499634,83.65260314941406,18.43600082397461,215.29119873046875,58.56199264526367
2019-03-06,41.66270065307617,83.44750213623047,22.481428146362305,24.4620361328125,199.01971435546875,57.810203552246094,155.30543518066406,85.93325805664062,216.2052459716797,171.31332397460938,105.00507354736328,3.773508071899414,83.51752471923828,18.416000366210938,213.18673706054688,57.89742660522461
2019-03-07,41.18046188354492,81.29750061035156,21.997577667236328,24.216060638427734,196.80465698242188,57.110984802246094,153.67196655273438,85.3118896484375,214.2210693359375,167.956787109375,103.7271499633789,3.7042672634124756,83.19673156738281,18.439332962036133,211.0732879638672,58.54009246826172
2019-03-08,41.27834701538086,81.04000091552734,21.888225555419922,24.300874710083008,206.81781005859375,57.067317962646484,152.59420776367188,85.34502410888672,213.700927734375,168.4235076904297,103.83992004394531,3.738515853881836,83.07853698730469,18.94266700744629,212.4070281982422,57.70026397705078
2019-03-11,42.708309173583984,83.53099822998047,22.291706085205078,24.54686164855957,208.5154571533203,58.52083206176758,153.61305236816406,86.45520782470703,217.33216857910156,170.8763885498047,106.01988220214844,3.9990997314453125,84.06623840332031,19.39466667175293,217.6525115966797,58.262577056884766
2019-03-12,43.188148498535156,83.65499877929688,22.33892822265625,24.54686164855957,211.4840087890625,59.41358947753906,154.92652893066406,86.1983642578125,218.58432006835938,170.7274169921875,106.76221466064453,4.033348560333252,84.46304321289062,18.890666961669922,220.09628295898438,58.42325210571289
2019-03-13,43.37913513183594,84.54049682617188,22.469831466674805,24.84372329711914,214.58868408203125,59.5034065246582,153.65415954589844,86.48834991455078,220.08685302734375,172.1673583984375,107.5890884399414,4.184735298156738,85.4170150756836,19.263999938964844,225.79832458496094,58.94173049926758
2019-03-14,43.861366271972656,84.31099700927734,22.22045135498047,24.987918853759766,212.2828826904297,59.179359436035156,154.05284118652344,87.27543640136719,221.05966186523438,168.98956298828125,107.6736831665039,4.108792781829834,85.53518676757812,19.33066749572754,226.7113800048828,58.74457550048828
2019-03-15,44.431922912597656,85.61799621582031,24.050609588623047,24.852205276489258,212.06503295898438,59.06869125366211,154.5787811279297,88.2779541015625,222.65853881835938,164.82862854003906,108.91397857666016,4.214269161224365,86.48070526123047,18.36199951171875,225.0373992919922,58.53279495239258
2019-03-18,44.8855094909668,87.10749816894531,24.344738006591797,25.293272018432617,214.77932739257812,58.98185348510742,155.5881805419922,88.8082046508789,221.90724182128906,159.35684204101562,110.47380065917969,4.192925453186035,85.6955795288086,17.965999603271484,228.25991821289062,59.21197509765625
2019-03-19,44.52980041503906,88.09249877929688,24.79792594909668,25.149078369140625,215.19691467285156,59.67213439941406,156.19046020507812,88.48506927490234,222.5044403076172,160.44918823242188,110.5489501953125,4.360691547393799,86.02483367919922,17.83133316040039,230.16656494140625,59.0586051940918
2019-03-20,44.91893005371094,89.8635025024414,24.327312469482422,24.292396545410156,215.1333770751953,60.86164474487305,157.861572265625,86.59605407714844,221.42568969726562,164.29237365722656,110.42681121826172,4.32818078994751,85.87284851074219,18.239999771118164,224.23182678222656,59.3872184753418
2019-03-21,46.57331466674805,90.96299743652344,24.809629440307617,23.9022274017334,217.45738220214844,61.34300994873047,161.1443634033203,85.22901153564453,227.18551635742188,164.92791748046875,112.9638442993164,4.564939975738525,86.52291870117188,18.26799964904785,225.59242248535156,59.73046112060547
2019-03-22,45.608848571777344,88.2385025024414,24.462718963623047,22.909832000732422,215.659912109375,59.929691314697266,160.10939025878906,82.65237426757812,222.26364135742188,163.19998168945312,109.98518371582031,4.405115604400635,85.82223510742188,17.635332107543945,221.17938232421875,58.773780822753906
2019-03-25,45.057395935058594,88.71299743652344,24.421770095825195,22.765642166137695,215.1243438720703,59.420040130615234,160.89833068847656,81.96467590332031,221.9361572265625,165.13645935058594,110.55836486816406,4.3127946853637695,86.07549285888672,17.3613338470459,220.97348022460938,58.364803314208984
2019-03-26,44.59186553955078,89.18800354003906,24.828853607177734,23.079471588134766,217.03074645996094,59.04586410522461,160.60989379882812,82.78492736816406,224.70045471191406,166.51683044433594,110.79325866699219,4.389481067657471,86.9703369140625,17.851333618164062,217.8673553466797,59.12432098388672
2019-03-27,44.99293899536133,88.28500366210938,24.740243911743164,22.926795959472656,217.33937072753906,58.458805084228516,160.5335693359375,82.50321960449219,223.95884704589844,164.71937561035156,109.72208404541016,4.380299091339111,86.86904907226562,18.32200050354004,216.36355590820312,58.671531677246094
2019-03-28,45.052608489990234,88.6709976196289,24.999378204345703,23.18125343322754,218.9824981689453,58.173954010009766,161.22064208984375,83.43943786621094,226.21267700195312,164.401611328125,109.87244415283203,4.398911952972412,87.41777038574219,18.57466697692871,216.82899475097656,58.96365737915039
2019-03-29,45.346248626708984,89.0374984741211,25.13646697998047,23.401790618896484,219.81773376464844,58.40322494506836,162.77297973632812,83.87027740478516,226.78099060058594,165.53367614746094,110.82145690917969,4.456238746643066,87.83988189697266,18.657333374023438,221.33152770996094,59.00748062133789
2019-04-01,45.654205322265625,90.70950317382812,25.56110191345215,24.207576751708984,221.6787567138672,59.499446868896484,165.9539337158203,86.69547271728516,230.24839782714844,167.52976989746094,111.83627319335938,4.523743152618408,87.49374389648438,19.278667449951172,219.79196166992188,59.68665313720703
2019-04-02,46.31787109375,90.6989974975586,25.33206558227539,24.48748779296875,218.32884216308594,59.82497787475586,164.82577514648438,87.1097412109375,230.45069885253906,172.9916229248047,111.99602508544922,4.5416107177734375,87.58660888671875,19.058666229248047,218.7803955078125,59.431053161621094
2019-04-03,46.635372161865234,91.03500366210938,25.428199768066406,24.4620361328125,220.12632751464844,60.08649826049805,168.47329711914062,87.28372192382812,230.1328582763672,172.33619689941406,112.72892761230469,4.681086540222168,87.53594207763672,19.45400047302246,220.06044006347656,59.080509185791016
2019-04-04,46.716548919677734,90.94300079345703,25.244293212890625,24.724979400634766,221.86936950683594,60.51526641845703,170.0340576171875,88.12693786621094,227.36849975585938,174.7989959716797,112.15577697753906,4.672152519226074,87.31644439697266,17.851999282836914,221.44793701171875,59.92034149169922
2019-04-05,47.02928161621094,91.86399841308594,25.434885025024414,24.665603637695312,223.20382690429688,60.118263244628906,171.3998260498047,87.91820526123047,227.91754150390625,174.50106811523438,112.65377807617188,4.738910675048828,87.502197265625,18.33066749572754,222.69216918945312,60.24165344238281
2019-04-08,47.76933670043945,92.49299621582031,25.451597213745117,24.741941452026367,223.79397583007812,59.96095275878906,172.66372680664062,88.20205688476562,227.8885498046875,173.71653747558594,112.69134521484375,4.759758472442627,88.61654663085938,18.213333129882812,222.66529846191406,60.61410903930664
2019-04-09,47.626094818115234,91.79199981689453,25.365503311157227,24.504444122314453,222.3323516845703,59.68354415893555,170.4158172607422,87.55089569091797,227.5413360595703,176.34815979003906,112.08058166503906,4.696969509124756,88.3548355102539,18.15399932861328,222.70111083984375,59.832706451416016
2019-04-10,47.89347839355469,92.36650085449219,25.704875946044922,24.657119750976562,222.96783447265625,59.87013626098633,169.16885375976562,87.94325256347656,228.6505584716797,176.58648681640625,112.93563842773438,4.767451763153076,88.34639739990234,18.40399932861328,220.2305450439453,59.5625
2019-04-11,47.49479293823242,92.20349884033203,25.86370086669922,24.657119750976562,219.00067138671875,60.02595520019531,170.90777587890625,88.68631744384766,227.66668701171875,176.27865600585938,113.06721496582031,4.75355339050293,88.43082427978516,17.89466667175293,210.73312377929688,59.84730529785156
2019-04-12,47.47569274902344,92.15299987792969,26.500656127929688,25.59014129638672,219.6451873779297,60.67803192138672,172.91815185546875,92.84383392333984,230.35777282714844,177.85763549804688,113.6498031616211,4.715582370758057,88.6925048828125,17.84666633605957,199.81243896484375,59.0951042175293
2019-04-15,47.56165313720703,92.24349975585938,26.447996139526367,25.310232162475586,223.62144470214844,60.86661148071289,173.77493286132812,91.7835922241211,230.66639709472656,178.4037628173828,113.74375915527344,4.583803653717041,89.25814819335938,17.7586669921875,206.06053161621094,58.8979377746582
2019-04-16,47.56641387939453,93.1520004272461,26.623537063598633,25.344161987304688,222.7227325439453,61.13359832763672,173.44412231445312,92.75201416015625,231.57305908203125,177.62918090820312,113.48063659667969,4.670909881591797,89.84064483642578,18.224000930786133,197.78945922851562,59.299591064453125
2019-04-17,48.49267578125,93.24099731445312,26.793230056762695,25.471391677856445,222.9224090576172,61.5420036315918,175.20846557617188,95.42353057861328,232.45077514648438,177.5398406982422,114.42029571533203,4.648079872131348,89.99028778076172,18.082000732421875,194.1015167236328,59.46755599975586
2019-04-18,48.666954040527344,93.08450317382812,26.633569717407227,25.471391677856445,223.14939880371094,61.60800552368164,174.45355224609375,94.72225189208984,232.3447265625,177.0432891845703,115.92373657226562,4.623508930206299,90.16030883789062,18.21733283996582,198.4966278076172,59.248470306396484
2019-04-22,48.82688903808594,94.3655014038086,26.330976486206055,25.488353729248047,220.979736328125,62.217899322509766,173.70704650878906,94.83911895751953,234.42807006835938,180.18138122558594,116.29016876220703,4.677363395690918,90.12630462646484,17.516666412353516,203.2945556640625,60.54107666015625
2019-04-23,49.53113555908203,96.1884994506836,26.384469985961914,25.505325317382812,222.94058227539062,63.05308532714844,174.7843780517578,94.95600128173828,234.8524627685547,182.505126953125,117.86876678466797,4.73196268081665,87.70333099365234,17.593332290649414,206.40065002441406,60.89162826538086
2019-04-24,49.454750061035156,95.0875015258789,26.274967193603516,25.462909698486328,225.1011962890625,62.530033111572266,175.35267639160156,94.79740905761719,236.58859252929688,181.31346130371094,117.46472930908203,4.7443718910217285,88.15389251708984,17.243999481201172,206.19480895996094,59.708553314208984
2019-04-25,49.005943298339844,95.11250305175781,26.06515884399414,25.5137996673584,222.95872497558594,62.891807556152344,175.1660614013672,94.84747314453125,236.8972930908203,191.91937255859375,121.35484313964844,4.638647556304932,87.80534362792969,16.5086669921875,206.58863830566406,60.04450225830078
2019-04-26,48.77199172973633,97.53150177001953,25.94729232788086,25.74281883239746,221.3427734375,63.392024993896484,172.71458435058594,95.56547546386719,237.92929077148438,190.1616668701172,122.05018615722656,4.419757843017578,89.99878692626953,15.675999641418457,212.14744567871094,58.78107452392578
2019-04-29,48.84598159790039,96.92150115966797,26.1403865814209,26.099063873291016,221.7604522705078,64.323974609375,171.48458862304688,96.94296264648438,238.3633575439453,193.42886352539062,121.93743896484375,4.450530529022217,89.08061218261719,16.097999572753906,212.5502471923828,58.401336669921875
2019-04-30,47.90541458129883,96.32599639892578,26.61518096923828,25.937898635864258,222.8951873779297,59.49844741821289,172.7909393310547,96.88455963134766,245.22109985351562,192.05841064453125,122.71733093261719,4.491976261138916,90.52587890625,15.912667274475098,208.62954711914062,58.627716064453125
2019-05-01,50.256874084472656,95.57599639892578,26.656972885131836,25.666479110717773,219.318359375,58.22605895996094,168.6344451904297,96.14151000976562,239.92584228515625,191.6909942626953,120.16151428222656,4.478823661804199,89.20813751220703,15.600666999816895,207.62701416015625,57.45195770263672
2019-05-02,49.92981719970703,95.04100036621094,26.399518966674805,25.870040893554688,220.31700134277344,57.888118743896484,170.50909423828125,96.35021209716797,238.42120361328125,191.1944580078125,118.59230041503906,4.546326637268066,89.74372100830078,16.273332595825195,208.0745849609375,56.44416046142578
2019-05-03,50.550506591796875,98.12300109863281,26.390316009521484,26.048166275024414,222.0691375732422,59.03147888183594,170.12733459472656,96.94296264648438,239.15423583984375,194.1140594482422,121.1198959350586,4.541860103607178,90.18582916259766,17.00200080871582,207.62701416015625,56.57560348510742
2019-05-06,49.769859313964844,97.52749633789062,26.04425621032715,25.8445987701416,221.7150115966797,59.22551345825195,169.3385009765625,96.08305358886719,239.81976318359375,192.5350799560547,120.41521453857422,4.463436603546143,89.84576416015625,17.022666931152344,215.28041076660156,56.32732009887695
2019-05-07,48.428218841552734,96.05000305175781,25.686492919921875,25.378089904785156,218.03834533691406,58.50098419189453,165.2159423828125,94.5135498046875,236.3667755126953,188.45359802246094,117.94395446777344,4.296166896820068,89.01258087158203,16.470666885375977,213.08737182617188,56.02791213989258
2019-05-08,48.43777847290039,95.88849639892578,25.360488891601562,25.276302337646484,219.0914306640625,58.100013732910156,165.55528259277344,94.01261901855469,236.62718200683594,188.2251739501953,117.93455505371094,4.316267967224121,89.3271484375,16.32266616821289,214.07199096679688,56.115535736083984
2019-05-09,47.91735076904297,94.99349975585938,25.41649627685547,25.19996452331543,221.62197875976562,57.96056365966797,165.0548095703125,93.93750762939453,236.60791015625,187.3413543701172,117.92516326904297,4.223698139190674,88.62151336669922,16.131999969482422,213.0157470703125,56.06439971923828
2019-05-10,47.25352478027344,94.4990005493164,25.40813636779785,25.08970069885254,224.85342407226562,57.94418716430664,165.0548095703125,93.92915344238281,238.65272521972656,187.0334930419922,119.456787109375,4.189696311950684,90.12630462646484,15.968000411987305,215.36097717285156,56.551918029785156
2019-05-13,44.50716781616211,91.13400268554688,24.523744583129883,23.961597442626953,220.21115112304688,56.40332794189453,161.45816040039062,91.37449645996094,232.81732177734375,180.2806854248047,115.9049301147461,3.9323410987854004,90.21133422851562,15.133999824523926,214.43003845214844,55.9240608215332
2019-05-14,45.21173858642578,92.00599670410156,25.244293212890625,24.275434494018555,220.94837951660156,55.821231842041016,162.54396057128906,92.10082244873047,237.21554565429688,179.47630310058594,117.2016372680664,4.021435260772705,89.7777328491211,15.487333297729492,211.63720703125,55.997920989990234
2019-05-15,45.753334045410156,93.55750274658203,25.44240379333496,23.995525360107422,222.7143096923828,58.10100555419922,162.6626739501953,91.75018310546875,240.3116455078125,184.9778594970703,118.85211181640625,3.9603848457336426,90.71292877197266,15.463333129882812,211.32391357421875,56.41157150268555
2019-05-16,45.552024841308594,95.37850189208984,24.850587844848633,24.249982833862305,225.23573303222656,58.78086471557617,163.18865966796875,92.92730712890625,244.43019104003906,185.69288635253906,121.59657287597656,3.9755234718322754,91.9116439819336,15.222000122070312,211.95945739746094,56.40419006347656
2019-05-17,45.293216705322266,93.44999694824219,24.232017517089844,24.088830947875977,226.06407165527344,58.00075912475586,163.3583221435547,92.47650909423828,243.591064453125,184.01458740234375,120.78550720214844,3.884690761566162,91.35055541992188,14.0686674118042,216.06817626953125,56.0717887878418
2019-05-20,43.87689971923828,92.94850158691406,22.785907745361328,24.088830947875977,226.56471252441406,56.80380630493164,161.97561645507812,92.96073150634766,244.49771118164062,181.45248413085938,119.04071044921875,3.7660634517669678,91.24851989746094,13.690667152404785,220.19473266601562,56.06439971923828
2019-05-21,44.718055725097656,92.8759994506836,23.01494026184082,24.334810256958008,227.5022735595703,57.28913879394531,162.39971923828125,93.2779769897461,246.3014373779297,183.53793334960938,119.68204498291016,3.8482096195220947,90.432373046875,13.67199993133545,223.73056030273438,56.32294845581055
2019-05-22,43.8026123046875,92.98400115966797,22.504207611083984,24.1651668548584,227.11997985839844,57.35911560058594,160.24514770507812,92.51824188232422,247.7867431640625,184.0344696044922,120.40824890136719,3.777230978012085,90.72993469238281,12.84866714477539,223.19345092773438,55.81326675415039
2019-05-23,43.0549201965332,90.77400207519531,21.741025924682617,23.54598617553711,226.22796630859375,56.83755111694336,162.86627197265625,90.6982650756836,240.87109375,179.61534118652344,119.00299835205078,3.6561222076416016,90.76394653320312,13.03266716003418,220.6512451171875,54.505828857421875
2019-05-24,42.889556884765625,91.16400146484375,21.394123077392578,23.9022274017334,225.10830688476562,56.503578186035156,164.21499633789062,91.59154510498047,242.55899047851562,179.80401611328125,119.0595703125,3.6022675037384033,90.70442962646484,12.708666801452637,221.66278076171875,54.734806060791016
2019-05-28,42.71221923828125,91.82150268554688,21.27208137512207,23.664730072021484,224.20713806152344,56.55072021484375,162.48455810546875,90.59808349609375,244.43983459472656,183.0314483642578,118.98414611816406,3.5570995807647705,88.80854797363281,12.579999923706055,216.67686462402344,53.63421630859375
2019-05-29,42.50851821899414,90.95950317382812,21.241987228393555,23.53749656677246,219.09146118164062,55.57707214355469,161.16127014160156,90.34764099121094,244.56520080566406,180.9261932373047,117.8335189819336,3.4828951358795166,88.57901000976562,12.657333374023438,216.981201171875,53.301815032958984
