ticker,event_day,surprise_car_0_1,drift_car_2_21,earnings_count,high_distraction
AAPL,2025-10-30,0.010225981577873102,0.04972034814541844,3,1
AAPL,2025-07-31,-0.0119416103121612,0.10431674491521706,3,1
AAPL,2025-05-01,-0.05543382509551491,-0.058718608549736914,3,1
AAPL,2025-01-30,-0.0141321351689479,0.04190220005563028,2,0
AAPL,2024-10-31,-0.016106363411200798,0.018027681477490603,3,1
AAPL,2024-08-01,0.022898019181243505,-0.01345850769494134,2,0
AAPL,2024-05-02,0.06009922504766149,0.02659521653848544,1,0
AAPL,2024-02-01,-0.015680052330070603,-0.09366666872522131,3,1
AAPL,2023-11-02,-0.0127757995396647,0.022219082351740096,1,0
AAPL,2023-08-03,-0.0479531298322052,0.03292103250540461,2,0
AAPL,2023-05-04,0.025584010598512903,0.0011070686873961028,1,0
AAPL,2023-02-02,0.0575345949388903,0.017995108840941795,3,1
AAPL,2022-10-27,0.02663675714591831,-0.0878330405033991,3,1
AAPL,2022-07-28,0.009243770728371396,0.025626085053415605,3,1
AAPL,2022-04-28,0.0202468243779794,-0.05262234819757101,3,1
AAPL,2022-01-27,0.046937358276202594,-0.0172001933097853,2,0
AAPL,2021-10-28,-0.0048418474756973025,0.058649100102106895,3,1
AAPL,2021-07-27,-0.0221286947261863,0.002486961079897902,3,1
AAPL,2021-04-28,-0.0128613171252576,-0.058108947319042197,2,0
AAPL,2021-01-27,-0.026828725350468194,-0.1266908073766606,3,1
AAPL,2020-10-29,-0.0187066390412012,-0.010121732700490101,4,1
AAPL,2020-07-30,0.1124543540998919,0.09550470739973616,6,1
AAPL,2020-04-30,0.0407810009783623,0.032638992189670396,2,0
AAPL,2020-01-28,0.0395683602397636,-0.07052845088014009,1,0
AMZN,2025-10-30,0.0712570814050611,-0.03723474164614561,3,1
AMZN,2025-07-31,-0.0455251008572763,0.02935988341853637,3,1
AMZN,2025-05-01,0.0082538337617842,0.0429447082011037,3,1
AMZN,2025-02-06,-0.023589914462655695,-0.09237340551070472,1,0
AMZN,2024-10-31,0.04439501459313001,0.010250771068694601,3,1
AMZN,2024-08-01,-0.0706308641752984,0.007282019626068056,2,0
AMZN,2024-04-30,0.009010184582432301,-0.04104734445979338,1,0
AMZN,2024-02-01,0.08133968142393691,-0.0012198449442046063,3,1
AMZN,2023-10-26,0.06984277343787501,0.0459535076320747,2,0
AMZN,2023-08-03,0.0955417634780527,-0.018886282634586502,2,0
AMZN,2023-04-27,-0.022131754547613104,0.123424385919025,2,0
AMZN,2023-02-02,-0.014443553401199988,-0.0766262500792793,3,1
AMZN,2022-10-27,-0.12712946364932248,-0.1028953141001445,3,1
AMZN,2022-07-28,0.08732259696850408,-0.011820997264723099,3,1
AMZN,2022-04-28,-0.08226394030303222,-0.07527308790203682,3,1
AMZN,2022-02-03,0.07603421003694842,-0.0661411170811696,1,0
AMZN,2021-10-28,-0.017248027061734096,0.045776903190085705,3,1
AMZN,2021-07-29,-0.08331365844752639,-0.0193255841576231,2,0
AMZN,2021-04-29,0.0027809399314696,-0.0782760354722246,2,0
AMZN,2021-02-02,-0.023783863489391696,-0.091859533400924,3,1
AMZN,2020-10-29,-0.038945814407093195,-0.05669128388736061,4,1
AMZN,2020-07-30,0.0386755171679988,0.003604509330425958,6,1
AMZN,2020-04-30,0.002499484994941209,0.00017167040244579507,2,0
AMZN,2020-01-30,0.0955284473989987,0.013262703177085586,1,0
AVGO,2025-09-04,0.1008619487753166,-0.01709980772735889,1,0
AVGO,2025-06-05,-0.059854475679632195,0.06407198283233359,1,0
