,count,mean,std,min,25%,50%,75%,max
surprise_car_0_1,238.0,0.007148474471316146,0.060157877293413174,-0.288619583650923,-0.02489901557035795,0.00684711470754295,0.03665291972675293,0.2373931559487974
drift_car_2_21,238.0,0.0028655292596568072,0.05763335289262709,-0.2173217643431393,-0.0303482268146944,0.0042731148680338,0.03431698269135103,0.2031626643306043
attention,238.0,0.9037674516355685,1.513344907317507,-0.7974180865309332,0.0829506790206792,0.5461393805300785,1.0789441411850365,8.454050636397607
earnings_count,238.0,1.7352941176470589,0.7694689094312294,1.0,1.0,2.0,2.0,3.0
